positionName,salary,workYear,city,companyShortName,companySize,district,financeStage,industryField,thirdType,resumeProcessDay,resumeProcessRate
数据分析实习生,4k-6k,应届毕业生,北京,智融集团,150-500人,海淀区,C轮,金融,数据分析,1,100
视频新业务数据分析（北京）,20k-40k,3-5年,北京,腾讯,2000人以上,海淀区,上市公司,社交,数据分析,1,100
财务向数据分析专员,15k-30k,3-5年,北京,爱奇艺,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,2,1
数据分析实习生,2k-3k,应届毕业生,北京,新东方教育科技集团,2000人以上,海淀区,上市公司,教育,数据分析,0,0
数据分析师-营收活动方向,15k-30k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
商业数据分析师(J190402019),30k-50k,3-5年,北京,滴滴,2000人以上,海淀区,不需要融资,汽车丨出行,数据分析,0,0
商业分析中心-数据分析leader,25k-45k,5-10年,北京,搜狗,2000人以上,海淀区,上市公司,工具,商业数据分析,1,100
数据分析讲师,12k-24k,1-3年,北京,开课吧,500-2000人,海淀区,C轮,"移动互联网,教育",数据分析,1,52
数据分析师（数据产品经理）,25k-35k,3-5年,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,0
数据分析师,15k-25k,不限,北京,新浪网,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,0
数据分析工程师（实习）,3k-4k,应届毕业生,北京,中国电信云计算公司,500-2000人,海淀区,上市公司,数据服务,数据分析,0,0
数据分析主管,20k-30k,5-10年,北京,神州数码医疗,150-500人,海淀区,不需要融资,"医疗丨健康,数据服务",数据分析,0,33
舆情数据分析师,5k-8k,1-3年,北京,智慧星光,500-2000人,海淀区,不需要融资,数据服务,数据挖掘,3,36
数据分析助理,2k-4k,应届毕业生,北京,联想,2000人以上,海淀区,上市公司,硬件,数据运营,0,0
数据分析运营经理,15k-30k,3-5年,北京,易企秀,150-500人,海淀区,B轮,移动互联网,数据运营,0,0
数据库开发及数据分析实习生,3k-6k,应届毕业生,北京,联想集团,2000人以上,海淀区,上市公司,"移动互联网,数据服务",Python,0,0
数据分析工程师,9k-18k,应届毕业生,北京,锐安,500-2000人,海淀区,未融资,"信息安全,数据服务",数据分析,0,0
数据分析实习工程师,3k-4k,应届毕业生,北京,百度,2000人以上,海淀区,不需要融资,工具,数据挖掘,1,100
信贷数据分析师(北京),15k-29k,不限,北京,小米,2000人以上,海淀区,D轮及以上,硬件,数据分析,1,7
数据分析师-直播方向,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
高级数据分析师G04973,15k-22k,3-5年,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,商业数据分析,0,0
高级数据分析师-用户增长方向,18k-32k,3-5年,北京,新浪网,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,0
风控数据分析师,20k-35k,3-5年,北京,金山办公软件,2000人以上,海淀区,上市公司,移动互联网,风控,0,0
运营数据分析师,10k-20k,1-3年,北京,深圳金汇财富金融服务有限公司北京研发分公司,15-50人,海淀区,不需要融资,"移动互联网,金融",数据分析,1,100
数据分析师-【战分】,18k-36k,3-5年,北京,快手,2000人以上,海淀区,D轮及以上,文娱丨内容,数据分析,1,35
机器学习数据分析研究员,30k-55k,不限,北京,联想集团,2000人以上,海淀区,上市公司,"移动互联网,数据服务",机器学习,1,63
数据分析专家—机票事业部(J13344),20k-40k,5-10年,北京,去哪儿网,2000人以上,海淀区,不需要融资,旅游,数据分析,0,0
bi数据分析师,15k-25k,3-5年,北京,鼎阅传媒,150-500人,海淀区,不需要融资,移动互联网,数据分析,0,0
运营数据分析专员,6k-12k,1-3年,北京,中电博亚,50-150人,海淀区,A轮,"电商,游戏",数据运营,2,100
视频安全数据分析工程师（北京）,20k-40k,1-3年,北京,腾讯,2000人以上,海淀区,上市公司,社交,数据分析,1,100
运营数据分析专家-北京(J190619004),30k-45k,5-10年,北京,滴滴,2000人以上,海淀区,不需要融资,汽车丨出行,其他数据开发,0,0
高级数据分析师讲师,20k-35k,5-10年,北京,AAA教育,150-500人,海淀区,不需要融资,教育,数据分析,0,0
游戏数据分析,15k-30k,不限,北京,北京贝塔科技股份有限公司,150-500人,海淀区,不需要融资,"电商,游戏",数据分析,0,0
量化金融数据分析师,10k-16k,1-3年,北京,根网科技,150-500人,海淀区,不需要融资,金融,其他金融职位,1,100
数据分析师-直播产品方向,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
高级数据分析经理,40k-60k,10年以上,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,0
前端开发工程师-HR数据分析平台,15k-30k,3-5年,北京,快手,2000人以上,海淀区,D轮及以上,文娱丨内容,WEB前端,1,24
应急分析岗（数据分析方向）,14k-17k,3-5年,北京,滴滴,2000人以上,海淀区,不需要融资,汽车丨出行,数据分析,0,0
信息安全数据分析师,20k-37k,3-5年,北京,新东方,2000人以上,海淀区,上市公司,教育,信息安全,1,61
高级咨询师（数据分析）,33k-58k,3-5年,北京,汽车之家,2000人以上,海淀区,上市公司,汽车丨出行,其他,1,100
app内容运营经理【数据分析】,15k-25k,3-5年,北京,OKAY智慧教育,500-2000人,海淀区,B轮,"移动互联网,教育",用户运营,1,88
总监业务助理（数据分析、行研方向）(J23275),10k-15k,1-3年,北京,好未来,2000人以上,海淀区,上市公司,教育,数据运营,0,0
大数据分析工程师,15k-20k,3-5年,北京,道口贷,50-150人,海淀区,A轮,金融,数据分析,1,100
行业大数据分析科学家,15k-30k,5-10年,北京,K2DATA,150-500人,海淀区,B轮,数据服务,数据分析,4,3
大数据分析讲师,25k-45k,3-5年,北京,开课吧,500-2000人,海淀区,C轮,"移动互联网,教育",数据分析,1,52
安全大数据分析工程师SAQ47,15k-20k,1-3年,北京,中国信通院,2000人以上,海淀区,不需要融资,通讯电子,深度学习,0,0
大数据分析实习生,3k-5k,应届毕业生,北京,LinkedME,50-150人,海淀区,A轮,"移动互联网,企业服务",数据分析,1,46
大数据分析挖掘师-机票事业部(J12941),30k-60k,3-5年,北京,去哪儿网,2000人以上,海淀区,不需要融资,旅游,数据分析,0,0
直播审核策略-数据分析方向（CPDA）,8k-15k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他审核,0,0
数据仓库与数据分析实习生,3k-6k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据开发,0,0
数据分析专员（客服业务线）,8k-16k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
数据分析经理,15k-30k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,2,12
商业产品实习生-数据分析,4k-5k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
资深数据分析师,15k-30k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
资深数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
数据分析经理,13k-25k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
资深数据分析,10k-20k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
数据分析实习生,3k-4k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
数据分析实习生-用户增长方向,2k-4k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
资深数据分析专家,20k-40k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
商业化数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
数据分析专家-反作弊,25k-45k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
数据分析师——增长方向,10k-20k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
数据分析实习生-垂直业务,5k-7k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
高级数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
人力数据分析师,20k-35k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他人力资源,0,0
高级数据分析师,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
国际化数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
高级数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
高级数据分析师-增长策略方向,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
高级数据分析师,25k-35k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
高级数据分析师-抖音/火山,25k-50k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他后端开发,3,77
高级行业数据分析师,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
商业化资深数据分析师,8k-16k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
平台数据分析师,20k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他媒介公关职位,0,4
商业化数据分析经理,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
商业数据分析师-新业务,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
游戏数据分析师,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
游戏数据分析师,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据分析,0,0
风险数据分析师,15k-30k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,产品经理,0,0
游戏数据分析师,15k-30k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
商业化电商数据分析师,10k-20k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
国际化社区数据分析师,15k-30k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
国际化社区数据分析师-tiktok,15k-30k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
高级数据分析总监,50k-80k,10年以上,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,1
音乐版权数据分析师,20k-30k,不限,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他PE|VC,0,4
微博feed流业务数据分析专家,20k-40k,3-5年,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,数据分析,0,1
Java后台开发工程师-HR数据分析平台,20k-40k,5-10年,北京,快手,2000人以上,海淀区,D轮及以上,文娱丨内容,Java,1,24
信息安全数据分析师,20k-40k,3-5年,北京,新东方,2000人以上,海淀区,上市公司,教育,数据分析,1,61
销售数据分析师,10k-15k,1-3年,北京,新浪微博,2000人以上,海淀区,上市公司,文娱丨内容,其他数据分析,0,0
短视频数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他产品经理,0,0
国际化社区内容质量管理（数据分析方向）,8k-15k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他审核,0,0
国际化内容质量运营（数据分析方向）,7k-12k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他运营,0,0
业务中台数据分析师,20k-40k,3-5年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
数据分析师,10k-15k,不限,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,15k-25k,不限,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师/高级数据分析师,15k-25k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,10k-20k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师-,10k-20k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,10k-15k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,15k-25k,不限,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,10k-20k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
资深数据分析师,15k-25k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
高级数据分析师,15k-25k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据运营/数据分析,10k-20k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
高级数据分析师,20k-30k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
高级数据分析师,15k-30k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
商业营销-高级数据分析师,15k-30k,3-5年,北京,搜狗,2000人以上,海淀区,上市公司,工具,数据分析,1,100
BI数据分析师,20k-40k,3-5年,北京,微聚未来,500-2000人,海淀区,不需要融资,"移动互联网,金融",分析师,1,100
商业营销-高级数据分析经理-北京-03664,20k-40k,5-10年,北京,搜狗,2000人以上,海淀区,上市公司,工具,数据分析,1,100
商业营销-商业数据分析师（派遣）-北京-03887,6k-7k,3-5年,北京,搜狗,2000人以上,海淀区,上市公司,工具,数据分析,1,100
风控数据分析岗——实习生,3k-5k,应届毕业生,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
风控数据分析师,15k-25k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
用户运营经理（数据分析方向）,15k-25k,3-5年,北京,百融云创,500-2000人,海淀区,C轮,金融,用户运营,1,91
用户运营（重数据分析）,10k-20k,1-3年,北京,百融云创,500-2000人,海淀区,C轮,金融,用户运营,1,91
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,15k-25k,3-5年,北京,玩吧,150-500人,东城区,B轮,社交,数据分析,1,100
数据分析师,15k-20k,3-5年,北京,居理新房,500-2000人,东城区,B轮,移动互联网,数据分析,1,100
高级数据分析师,20k-35k,3-5年,北京,蛋壳公寓,2000人以上,东城区,C轮,消费生活,数据分析,0,0
数据分析师（数据处理方向）,15k-25k,3-5年,北京,凡普金科,2000人以上,东城区,不需要融资,金融,数据分析,1,100
数据分析师（增长策略）,25k-50k,5-10年,北京,省钱快报,150-500人,东城区,C轮,"移动互联网,电商",数据分析,1,82
数据分析,13k-18k,1-3年,北京,齐聚科技（原呱呱视频）,150-500人,东城区,C轮,"移动互联网,游戏",数据分析,2,100
数据分析师,15k-20k,3-5年,北京,爱卡汽车,500-2000人,东城区,不需要融资,"移动互联网,社交",数据分析,3,49
数据分析师（零售行业）,20k-35k,5-10年,北京,高济医疗,150-500人,东城区,不需要融资,"医疗丨健康,数据服务",数据分析,0,16
数据分析师（风控建模方向）,15k-30k,1-3年,北京,中诚信征信,150-500人,东城区,不需要融资,"数据服务,人工智能",数据分析,2,100
数据分析师,15k-20k,3-5年,北京,彩讯股份,500-2000人,东城区,上市公司,"移动互联网,消费生活",数据分析,0,0
数据分析师,15k-25k,1-3年,北京,百观Lab,15-50人,东城区,A轮,"数据服务,金融",数据分析,0,0
数据分析师DA,15k-25k,1-3年,北京,任买科技,2000人以上,东城区,不需要融资,"消费生活,金融",商业数据分析,2,100
数据分析师,10k-18k,1-3年,北京,猫眼电影,500-2000人,东城区,未融资,文娱丨内容,数据分析,1,83
资深数据分析师,25k-50k,5-10年,北京,蘑菇智行,150-500人,东城区,A轮,"移动互联网,电商",数据分析,1,53
商业广告运营优化师-BJ,12k-24k,1-3年,北京,品友互动,500-2000人,朝阳区,D轮及以上,"移动互联网,广告营销",数据分析,1,64
数据分析师-增长,15k-25k,1-3年,北京,凡普金科,2000人以上,东城区,不需要融资,金融,数据分析,1,100
数据分析,15k-30k,3-5年,北京,猫眼电影,500-2000人,东城区,未融资,文娱丨内容,数据分析,3,100
资深数据分析师 (MJ000237),15k-25k,3-5年,北京,轻松筹,500-2000人,东城区,C轮,"移动互联网,金融",数据分析,1,100
高级数据分析师,15k-30k,3-5年,北京,蘑菇智行,150-500人,东城区,A轮,"移动互联网,电商",数据分析,1,81
高级数据分析师（风控建模方向）,20k-35k,1-3年,北京,中诚信征信,150-500人,东城区,不需要融资,"数据服务,人工智能",数据分析,2,100
数据分析专员,6k-10k,1-3年,北京,叮咚钱包,50-150人,东城区,不需要融资,金融,数据分析,0,0
高级数据分析师,30k-60k,5-10年,北京,蛋壳公寓,2000人以上,东城区,C轮,消费生活,数据分析,0,0
增长策略数据分析师,10k-20k,1-3年,北京,HOLLA Group,50-150人,东城区,A轮,"移动互联网,社交",增长黑客（Growth Hacking）,1,100
市场数据分析师,13k-18k,1-3年,北京,齐聚科技（原呱呱视频）,150-500人,东城区,C轮,"移动互联网,游戏",商业数据分析,2,100
数据分析师,8k-12k,应届毕业生,北京,信永中和,2000人以上,东城区,不需要融资,企业服务,情报信息分析人员,1,75
数据分析师（实习）,6k-7k,应届毕业生,北京,百观Lab,15-50人,东城区,A轮,"数据服务,金融",数据分析,0,0
数据分析,8k-13k,1-3年,北京,花生好车,2000人以上,东城区,A轮,"移动互联网,消费生活",数据分析,0,0
数据分析/产品,15k-30k,3-5年,北京,聚美优品,2000人以上,东城区,上市公司,电商,数据分析,2,71
数据分析师,11k-22k,应届毕业生,北京,易恒科技,少于15人,东城区,未融资,"移动互联网,数据服务",数据分析,0,0
数据分析师-风控,15k-25k,1-3年,北京,凡普金科,2000人以上,东城区,不需要融资,金融,数据分析,1,100
BI数据分析师,15k-30k,3-5年,北京,Opera,500-2000人,东城区,上市公司,移动互联网,数据分析,2,28
高级数据分析经理,15k-30k,应届毕业生,北京,松鼠拼拼,2000人以上,东城区,B轮,"移动互联网,电商",数据分析,1,0
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析岗,12k-24k,3-5年,北京,京东物流,2000人以上,大兴区,上市公司,物流丨运输,数据分析,0,0
数据分析师,20k-30k,3-5年,北京,达达-京东到家,2000人以上,大兴区,D轮及以上,消费生活,数据分析,1,3
数据分析师,20k-25k,3-5年,北京,爱回收,2000人以上,大兴区,D轮及以上,"电商,消费生活",数据分析,1,65
数据分析师,20k-35k,5-10年,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据分析,1,58
数据分析师,20k-30k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,财务,1,100
数据分析高级工程师,18k-25k,3-5年,北京,金风科技,2000人以上,大兴区,上市公司,"硬件,其他",数据分析,0,0
数据分析师,18k-36k,3-5年,北京,京东数字科技控股有限公司,2000人以上,大兴区,B轮,金融,数据分析,0,0
高级数据分析师,20k-30k,5-10年,北京,京东商城,2000人以上,大兴区,D轮及以上,电商,数据分析,0,0
数据分析岗（物流运营数据）,15k-20k,3-5年,北京,京东物流,2000人以上,大兴区,上市公司,物流丨运输,数据分析,2,1
数据分析师（偏数据应用产品）,20k-35k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,0,0
数据分析师,18k-25k,5-10年,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据分析,1,58
数据分析师--偏数据应用产品,20k-35k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,28
数据分析师-数据建模方向,20k-40k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
数据分析师-数据建模方向-L00083,20k-40k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
商业广告运营优化师-BJ,12k-24k,1-3年,北京,品友互动,500-2000人,朝阳区,D轮及以上,"移动互联网,广告营销",数据分析,1,64
用户增长数据分析,20k-40k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,2,22
数据分析经理,14k-24k,5-10年,北京,京东物流,2000人以上,大兴区,上市公司,物流丨运输,数据分析,1,73
数据分析岗,20k-30k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,28
数据分析师,25k-50k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
数据分析师-L00488,15k-30k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
增长数据分析,30k-50k,5-10年,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据分析,0,0
数据分析经理-L00732,20k-40k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
数据分析专家,30k-40k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,商业数据分析,0,0
业务数据分析师,10k-20k,3-5年,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据运营,1,58
数据分析经理-L00206,15k-30k,3-5年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
高级数据分析师-L00642,20k-40k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
数据分析高级经理-L00203,15k-25k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
人工智能业务数据分析师（零售场景）,20k-30k,3-5年,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据分析,0,0
固收市场数据分析师-L00482,35k-40k,5-10年,北京,京东数字科技,2000人以上,大兴区,上市公司,金融,数据分析,1,100
物流数据分析岗,8k-15k,不限,北京,京东集团,2000人以上,大兴区,上市公司,电商,数据分析,0,0
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,9k-12k,不限,北京,彩讯股份,500-2000人,西城区,上市公司,"移动互联网,消费生活",数据分析,0,0
大数据分析师,30k-40k,5-10年,北京,建信金科,2000人以上,西城区,不需要融资,"金融,不限",数据分析,3,27
高级数据分析师,20k-30k,3-5年,北京,CTR,500-2000人,西城区,D轮及以上,广告营销,数据分析,1,22
数据分析,20k-40k,3-5年,北京,Udesk－企业级智能客服平台,150-500人,西城区,C轮,企业服务,数据分析,2,100
数据分析岗,8k-15k,3-5年,北京,国家电网全资子公司北京汇通金财,500-2000人,西城区,不需要融资,"电商,金融",数据分析,3,33
大数据分析技术总监,30k-60k,3-5年,北京,联洋国融,50-150人,西城区,天使轮,数据服务,技术总监,1,4
高级数据分析师,12k-20k,3-5年,北京,国家电网全资子公司北京汇通金财,500-2000人,西城区,不需要融资,"电商,金融",数据分析,3,33
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,6k-12k,不限,北京,越铖国际,50-150人,丰台区,未融资,金融,分析师,0,0
数据分析实习,6k-8k,不限,北京,诺道医学,50-150人,丰台区,A轮,"移动互联网,医疗丨健康",数据分析,0,0
数据分析实习生,4k-6k,应届毕业生,北京,北京联行科技,150-500人,丰台区,未融资,"移动互联网,消费生活",数据分析,2,100
数据分析实习,8k-10k,应届毕业生,北京,越铖国际,50-150人,丰台区,未融资,金融,证券分析师,1,2
数据分析专员,6k-10k,应届毕业生,北京,越铖国际,50-150人,丰台区,未融资,金融,证券经纪人,0,0
数据分析专员,6k-10k,应届毕业生,北京,越铖国际,50-150人,丰台区,未融资,金融,分析师,0,0
经济市场数据分析师,10k-15k,应届毕业生,北京,越铖国际,50-150人,丰台区,未融资,金融,分析师,0,0
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,17k-23k,3-5年,北京,泰康在线,500-2000人,昌平区,不需要融资,"移动互联网,金融",数据分析,2,100
数据分析师,15k-20k,3-5年,北京,泰康保险集团,2000人以上,昌平区,不需要融资,金融,数据分析,5,1
数据分析课程研究员(J10911),30k-50k,不限,北京,传智播客,500-2000人,昌平区,C轮,教育,数据分析,0,0
数据分析主管,15k-20k,3-5年,北京,泰康在线,500-2000人,昌平区,不需要融资,"移动互联网,金融",数据分析,2,100
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析-经营,20k-30k,5-10年,北京,京东集团,2000人以上,通州区,上市公司,电商,商业数据分析,2,11
高级数据分析师,15k-25k,3-5年,北京,阳光保险集团,2000人以上,通州区,不需要融资,金融,数据分析,4,100
行业数据分析员,5k-8k,1-3年,北京,电池中国网,15-50人,通州区,未融资,"移动互联网,企业服务",数据分析,0,0
天猫数据分析,7k-9k,1-3年,北京,江苏麦乐多,500-2000人,通州区,未融资,电商,数据运营,0,0
数据分析师（市场）,20k-30k,5-10年,北京,京东集团,2000人以上,通州区,上市公司,电商,商业数据分析,2,11
数据分析-经营,18k-30k,5-10年,北京,京东集团,2000人以上,通州区,上市公司,电商,数据分析,2,11
经营数据分析岗,15k-25k,3-5年,北京,京东集团,2000人以上,通州区,上市公司,电商,数据运营,1,100
供应链数据分析岗,12k-18k,5-10年,北京,京东集团,2000人以上,通州区,上市公司,电商,数据分析,0,0
文案（数据分析方向）,5k-8k,不限,北京,电池中国网,15-50人,通州区,未融资,"移动互联网,企业服务",文案策划,0,0
BI商业分析师（数据分析）,15k-25k,1-3年,北京,京东集团,2000人以上,通州区,上市公司,电商,数据分析,0,0
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,20k-40k,5-10年,北京,易盟天地,500-2000人,石景山区,D轮及以上,移动互联网,数据分析,1,3
数据分析师,15k-30k,3-5年,北京,畅游,2000人以上,石景山区,上市公司,"移动互联网,游戏",数据分析,0,0
数据分析师,10k-20k,1-3年,北京,友和利德,15-50人,石景山区,天使轮,"数据服务,企业服务",数据分析,0,0
数据分析师（车贷）(J11975),10k-17k,1-3年,上海,2345.com,500-2000人,浦东新区,上市公司,"数据服务,移动互联网",数据分析,1,100
数据分析师,8k-12k,1年以下,上海,简书,50-150人,徐汇区,B轮,"移动互联网,文娱丨内容",数据分析,1,100
数据分析,10k-20k,3-5年,上海,微盟,2000人以上,宝山区,上市公司,企业服务,数据分析,1,73
数据分析师,8k-10k,1年以下,上海,聪盛网络,150-500人,闵行区,A轮,"游戏,移动互联网",数据分析,2,22
数据分析工程师,20k-40k,5-10年,上海,寄云科技,50-150人,浦东新区,A轮,"移动互联网,数据服务",数据分析,3,11
数据分析师助理,5k-8k,不限,上海,一面数据,50-150人,黄浦区,A轮,"移动互联网,数据服务",数据分析,1,100
业务数据分析,6k-8k,不限,上海,旺旺集团,2000人以上,闵行区,上市公司,"电商,移动互联网",商业数据分析,0,0
数据分析（数据清洗）,12k-17k,1-3年,上海,第一网校,500-2000人,浦东新区,未融资,"教育,移动互联网",数据分析,0,100
数据分析师,5k-9k,1-3年,上海,智将广告,50-150人,徐汇区,B轮,"移动互联网,电商",数据分析,1,77
数据分析师,15k-20k,1-3年,上海,京东,500-2000人,长宁区,上市公司,"移动互联网,电商",数据分析,7,0
数据分析实习生,3k-5k,应届毕业生,上海,PINTEC,150-500人,浦东新区,上市公司,"移动互联网,金融",数据分析,1,100
